,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.012422453534651707,0.7357484774878598,0.23048820026861194,0.324884491190234
tenant-dsk,0.31404849382477706,,0.8766254074497438,0.5126366017499935,0.9091834614218134
tenant-mem,0.2586733352152592,0.27236678043597323,,0.9206391596638938,0.9200908630913317
tenant-nsy,0.28005725114820634,0.980661681702071,0.8367251413866503,,0.9832072824836752
tenant-ntk,0.6959817238199373,0.42871049356334945,0.58514493486863,0.9408188664601328,
