,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.06276980097654665,0.06377401539312037,0.02519939770872466,0.11088195160402879
tenant-dsk,0.1129657935885035,,0.19663563739126688,0.16263585195168115,0.291200341613177
tenant-mem,0.10077901940543298,0.1868833566447999,,0.1353269838019416,0.2412524707786709
tenant-nsy,0.0321242425083791,0.04716316843420702,0.05836341247115168,,0.12205749626547285
tenant-ntk,0.08940273236158632,0.1202589748295235,0.09540020468010296,0.0842605812127086,
