,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.14176708827538345,0.12093375494205011,0.11307034346118067
tenant-dsk,0.14782881571652443,,0.04931397141621758,0.16645782814231178
tenant-mem,0.10002909629374845,0.12202822645614649,,0.09672785594200567
tenant-ntk,0.09883852801401492,0.1650620636104453,0.13963816570264706,
