,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.40083821355480664,0.5812250492193658,0.9977973398431571
tenant-dsk,0.6470640620501843,,0.17126065014662373,0.3600741743015797
tenant-mem,0.5199818967009041,0.9825724832277077,,0.5853263801694573
tenant-ntk,0.0002489207797798683,0.00011447326542150673,0.21569421052330262,
