,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.0021859561034795615,0.028104868978617293,0.033677449237972654
tenant-dsk,0.0,,0.0,0.0
tenant-mem,0.012945023118752497,0.0030619166836539104,,0.01731685049173562
tenant-ntk,0.0,0.0,0.0021102662808212165,
