,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.008182541956438544,0.3849999193225384,0.06819746463057749,0.0012367255528034089
tenant-dsk,0.026433598594725823,,3.9889155563912965e-05,0.017150794140368558,4.603133621922105e-05
tenant-mem,0.27905335538519366,3.6696966215353842e-06,,0.00047604445736753524,3.760920482513119e-05
tenant-ntk,0.01930096482962598,4.3473025688789134e-06,3.2181120709883125e-05,,7.436751516125714e-10
tenant-nsy,0.18976695492213308,0.03070754510652557,0.15183332727946447,0.04304533358971159,
