,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.06749584405519965,0.0665434967496329,0.008731919837163876,0.04482042679720126
tenant-dsk,0.06819190230611986,,0.30811591232371377,0.1471567305240111,0.2927370023774341
tenant-mem,0.0843463261224639,0.24764345280755348,,0.16604869216873946,0.2474605237818638
tenant-ntk,0.00034077891910984213,0.05304753632791813,0.06334287278514301,,0.04210418370359041
tenant-nsy,0.0017063849647690088,0.0950451439598157,0.07785850670784422,0.02451554787404631,
