,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,1.0460247481572889,1.0336095959670561,0.8942844050127176,0.2490527677749109
tenant-dsk,0.9117246367087861,,1.0355109335626342,1.0185041214860309,0.19771208667494344
tenant-mem,0.8725169269121487,1.026641987176607,,0.8053659483590904,0.21706394718660632
tenant-ntk,0.786325813258516,0.92506492855484,0.8230477528888162,,0.22196502570290857
tenant-nsy,0.039395298281718436,0.039395298281718436,0.019193278079698232,0.03939529828171844,
