,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.19596687462593015,0.9264051820398448,0.5810739788716137,3.6210999149590884e-20
tenant-dsk,0.44522972115599846,,0.39994151308798936,0.5859948644899557,0.7238014290739408
tenant-mem,0.6040129852888814,0.11828063748192245,,0.2994426489749005,0.5493935421322503
tenant-ntk,0.5015547248896763,0.6582374795454622,0.4685459957171675,,0.8284288571901949
tenant-nsy,3.576171932524609e-17,0.8017283031640804,0.6128815276612889,0.33322591358794784,
