,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.07705844566871065,0.10194781440278855,0.1122398464835325,0.10664839437949006
tenant-dsk,0.08760827984758172,,0.19791048129725705,0.12704684403146918,0.12393020485524744
tenant-mem,0.15085493101010955,0.40666109121520316,,0.5320124543294684,0.48249280298312025
tenant-ntk,0.01945663312773967,0.1356065088664409,0.24077673643384737,,0.12086272162495691
tenant-nsy,0.004935452136656181,0.07027910002387887,0.08923696871861096,0.10218006545970845,
