,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.05801868190238031,0.02637385626968726,0.06460241192059943,0.08854204436523322
tenant-dsk,0.0891567503837008,,0.38723592556395403,0.34054094879043595,0.3316694971894907
tenant-mem,0.09615854338038778,0.39050945497386974,,0.4414509333112319,0.4608324324627462
tenant-ntk,0.07078724992700987,0.20949979415629316,0.236892677287157,,0.27828254781020506
tenant-nsy,0.04695110447074038,0.1140412624488297,0.11244775138575686,0.12928845636018785,
