,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.0009416460391011745,0.00012448156432888602,0.01087405063259133
tenant-dsk,0.1801801779827171,,0.05880177369565877,0.0010507063396152105
tenant-mem,0.6294607206530318,0.00013170899423569005,,0.0023655425327724047
tenant-ntk,0.03736782925489268,2.445763220118999e-15,2.5917745813844453e-09,
