,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.54776333434223,0.5323439155480751,0.6055837911435701,0.6270155341827115
tenant-dsk,0.504376454938951,,0.39837326541742574,0.4493383742688166,0.5021921296640153
tenant-mem,0.5575928120994547,0.46584245222797993,,0.5591758467822734,0.569438786445561
tenant-ntk,0.5330966540016348,0.4472965957702513,0.5887693420626497,,0.7413584049590562
tenant-nsy,0.6186576301179325,0.593697950255626,0.541813677269549,0.6274915331286661,
