,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.711882562180664,0.17790997507155973,0.7721139019029133,
tenant-dsk,0.34727335041922436,,0.27720924472027664,0.3168110594560759,
tenant-mem,0.2745599130077702,0.4636640135516005,,0.33461411106368755,
tenant-ntk,0.6193899823623826,0.6004463053349094,0.5111493848857898,,
tenant-nsy,,,,,
