,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,4.264444603421117e-05,0.009798683021858866,0.0027499517652790576,0.10566609868225775
tenant-dsk,0.046310229957302274,,0.18236261065428286,0.003463526432771224,0.12796611644771683
tenant-mem,0.03474590679465738,0.02936024795904621,,6.696907989282629e-06,0.5305936379053027
tenant-ntk,0.002723857608736327,0.12830947237802856,0.017091216672386143,,0.008986357200646817
tenant-nsy,0.022343775760831817,0.057045517678888616,0.4478424481598323,0.039498916538090886,
