,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.055856750752581556,0.0476399907254444,0.06994259088732395,0.027868323272647655
tenant-dsk,0.02702287475850567,,0.20652818092133524,0.19209106696699638,0.18454221467226406
tenant-mem,0.0802347323465646,0.2803575251944384,,0.37312678267501154,0.3303438479678235
tenant-ntk,0.06162054013358693,0.13767122762590328,0.21345456361876092,,0.20882044990157117
tenant-nsy,0.008734635536800478,0.08124149834377038,0.0887765440729106,0.059179587110422274,
