,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.3082779121125182,0.05846057301610235,0.9832705825406948,0.065967147064667
tenant-dsk,0.13569701547845117,,0.270979236235928,0.02718483622093936,0.48110902117939014
tenant-mem,0.112770296888826,0.8474411741258512,,0.04281592623779583,0.4141951490918233
tenant-ntk,0.8347957134693449,0.6506403177653834,0.03807688741177338,,0.8992150149216581
tenant-nsy,0.6029713400822254,0.12539730481674566,0.9609613001294067,0.9713770749167109,
