,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.26883456396661537,0.26230439266096844,0.2898910678663371,0.31863129595562384
tenant-dsk,0.16906839911282984,,0.1820508630752656,0.11900315218542884,0.17203113430669364
tenant-mem,0.25531815153137677,0.21259520413462898,,0.19031210456106368,0.30845049941170244
tenant-nsy,0.20241345785827974,0.18756268040813814,0.20875022951371586,,0.20663554212430957
tenant-ntk,0.25945606078792005,0.20020081942386175,0.3188365734884091,0.2834498666525379,
