metric_name,phase,tenant1,tenant2,mean_correlation,std_correlation
cpu_usage,1 - Baseline,tenant-cpu,tenant-dsk,-0.38689057369222185,0.11724681315760317
cpu_usage,1 - Baseline,tenant-cpu,tenant-mem,-0.19145144836002742,0.11974905140180132
cpu_usage,1 - Baseline,tenant-cpu,tenant-ntk,-0.2724335752268102,0.10863964385851181
cpu_usage,1 - Baseline,tenant-dsk,tenant-mem,0.7435671300589421,0.04504843042728552
cpu_usage,1 - Baseline,tenant-dsk,tenant-ntk,0.7959999301251686,0.04153541656462749
cpu_usage,1 - Baseline,tenant-mem,tenant-ntk,0.7283969510215857,0.028491344720668423
cpu_usage,2 - CPU Noise,tenant-cpu,tenant-dsk,0.0745702456138987,0.09320400957862542
cpu_usage,2 - CPU Noise,tenant-cpu,tenant-mem,0.10439368605365758,0.08862722329705483
cpu_usage,2 - CPU Noise,tenant-cpu,tenant-ntk,0.07907750681733546,0.12992075745470322
cpu_usage,2 - CPU Noise,tenant-dsk,tenant-mem,0.38010722392683965,0.028062648048209543
cpu_usage,2 - CPU Noise,tenant-dsk,tenant-ntk,0.2900595136652342,0.100630641294832
cpu_usage,2 - CPU Noise,tenant-mem,tenant-ntk,0.33843467188011483,0.09711165628262672
cpu_usage,3 - Memory Noise,tenant-cpu,tenant-dsk,0.10009346082832353,0.05849672933066401
cpu_usage,3 - Memory Noise,tenant-cpu,tenant-mem,0.16632443516272272,0.11969353307938947
cpu_usage,3 - Memory Noise,tenant-cpu,tenant-ntk,0.13048417723834457,0.021597709035647446
cpu_usage,3 - Memory Noise,tenant-dsk,tenant-mem,0.3878374306374918,0.07371558680010006
cpu_usage,3 - Memory Noise,tenant-dsk,tenant-ntk,0.35971402090694615,0.06141259076536178
cpu_usage,3 - Memory Noise,tenant-mem,tenant-ntk,0.37065578372329844,0.08635192880367949
cpu_usage,4 - Network Noise,tenant-cpu,tenant-dsk,0.1033653832658978,0.10986787061088138
cpu_usage,4 - Network Noise,tenant-cpu,tenant-mem,0.17537628857768545,0.11770144493029912
cpu_usage,4 - Network Noise,tenant-cpu,tenant-nsy,0.19441496582362103,0.08753315718283582
cpu_usage,4 - Network Noise,tenant-cpu,tenant-ntk,0.12529155471748768,0.11079899636547008
cpu_usage,4 - Network Noise,tenant-dsk,tenant-mem,0.3618034565106632,0.08887494249804803
cpu_usage,4 - Network Noise,tenant-dsk,tenant-nsy,0.19421515827431218,0.08142148288135509
cpu_usage,4 - Network Noise,tenant-dsk,tenant-ntk,0.39031613487058753,0.06538625925624902
cpu_usage,4 - Network Noise,tenant-mem,tenant-nsy,0.09044724660541528,0.07714186071184428
cpu_usage,4 - Network Noise,tenant-mem,tenant-ntk,0.32174178857983643,0.05426244042992915
cpu_usage,4 - Network Noise,tenant-nsy,tenant-ntk,0.14721524528460528,0.08323663791299973
cpu_usage,5 - Disk Noise,tenant-cpu,tenant-dsk,0.16420186834266254,0.128350477941702
cpu_usage,5 - Disk Noise,tenant-cpu,tenant-mem,0.21571966231184106,0.07763215460759902
cpu_usage,5 - Disk Noise,tenant-cpu,tenant-nsy,0.18135810722692358,0.06557797597000684
cpu_usage,5 - Disk Noise,tenant-cpu,tenant-ntk,0.16849767343507022,0.04856295200806383
