,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.21666636981435541,0.23430396686681482,0.26471271970876337
tenant-dsk,0.27193859442738433,,0.19143171560506556,0.1638700208912042
tenant-mem,0.13538671946508427,0.09846753409432733,,0.11623029183536229
tenant-ntk,0.2613190569830923,0.21019717195774773,0.22089872107218034,
