,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.3164412260002089,0.28613653622412605,0.19879402544442606,0.2649185182617204
tenant-dsk,0.3053661409322241,,0.2795435771028164,0.18891438357383158,0.23630946388167806
tenant-mem,0.2726341927459354,0.25620153448203287,,0.21363488509165485,0.23062992852161127
tenant-nsy,0.10164507679561388,0.10787708844245597,0.12180653175948547,,0.08441616606626756
tenant-ntk,0.1552604716080437,0.2105646189485077,0.14984964554432292,0.11148041925257036,
