,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.15391332975629746,0.2331013288007483,0.19372408673846583
tenant-dsk,0.09616807654591726,,0.09973937592087186,0.0752811785525836
tenant-mem,0.26071398042512983,0.18596443953598452,,0.213708034873022
tenant-ntk,0.16029965746917668,0.09285598156655646,0.15053564894888505,
