,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.5067875402358519,0.06382761850551838,4.203730293698611e-06
tenant-dsk,0.08323464630396833,,0.34096416970179094,0.02627604922500446
tenant-mem,0.11642693225598746,0.2811893542542808,,0.06505028997705446
tenant-ntk,0.011501164209142633,0.9989111974527691,0.003528312681302836,
