,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.20266898107095652,0.2244626071351739,0.036488837852188725,0.0992991549029749
tenant-dsk,0.32296484396883424,,0.3329975574351038,0.06807953945078493,0.21018243992802177
tenant-mem,0.23046630469496465,0.32569989325150683,,0.04346664876474363,0.20180695094114198
tenant-nsy,0.01860850551560184,0.01860850551560184,0.011019283746556474,,0.013098863642323605
tenant-ntk,0.07165733919315667,0.13367212879797064,0.09406653118840697,0.052405413207033166,
