,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.1135939206427945,0.211979873109799,0.20321415369608672
tenant-dsk,0.09776488710746983,,0.11068166278347788,0.10200214108271383
tenant-mem,0.18669829428981555,0.15701768296142546,,0.1939250308405843
tenant-ntk,0.1667026422507523,0.12432973818006386,0.17070260927954237,
