,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.622884082297208,0.562338769634635,0.6607974149606685,0.46418616728093254
tenant-dsk,0.7814082000983912,,0.5794586319077114,0.7521230403909729,0.13113983680716
tenant-mem,0.6827548549615093,0.13602420399215953,,0.1016881518027833,0.6229582396977592
tenant-nsy,0.22057127648509403,0.0017804404171706102,0.5013106384314028,,0.6170748657018053
tenant-ntk,0.17820050779187507,0.9139175785866013,0.10177533473117077,0.36786689497079805,
