tenant_id,metric_name,experimental_phase,round_id,count,mean,std,min,max,skewness,kurtosis
tenant-cpu,cpu_usage,1-Baseline,round-4,364,3.758951398947725,0.3038890070241223,2.6665132898874977,4.359230710942318,-0.9669433298576122,0.46549349035527054
tenant-cpu,cpu_usage,2-CPU-Noise,round-4,355,2.5572194303148956,0.22910558358093303,2.0648354378360905,3.613652235650058,1.0514706514896386,4.344036355754524
tenant-cpu,cpu_usage,3-Memory-Noise,round-4,355,2.866751025823473,0.23205963546133018,2.203076798453411,3.578982946291489,-0.08011019813682908,0.6860543546497126
tenant-cpu,cpu_usage,4-Network-Noise,round-4,354,2.3851612629681602,0.2458859514813843,1.7735143684336192,3.683115608703004,1.719428073552242,6.552330121930606
tenant-cpu,cpu_usage,5-Disk-Noise,round-4,358,3.3837675364840747,0.2675020281549394,2.4759315415009997,3.794339992384797,-0.8997570387456497,0.11045816659778263
tenant-cpu,cpu_usage,6-Combined-Noise,round-4,180,1.671212994438836,0.18731861581658202,1.2173029648136848,2.3014030057105144,0.7268474722864763,1.4779038918715433
tenant-cpu,cpu_usage,7-Recovery,round-4,250,3.684249810423541,0.44617151492267176,1.5851546329239787,4.151055889605966,-2.69609706180966,9.160827080060841
tenant-cpu,disk_io_total,1-Baseline,round-4,365,328909.6387373688,43954.35153383524,200495.64710567688,483391.2550652272,0.13059575074290972,0.7452890422702927
tenant-cpu,disk_io_total,2-CPU-Noise,round-4,355,319086.25912864093,38190.43741813327,214317.7062390741,430546.2211251568,0.06317634059744132,0.1723330514366861
tenant-cpu,disk_io_total,3-Memory-Noise,round-4,355,309411.9706651377,45625.85391562587,145750.58977505114,411575.88631385297,-0.3678545336623948,-0.07934824266372287
tenant-cpu,disk_io_total,4-Network-Noise,round-4,354,297686.67677956173,35031.11481311956,187860.8218284604,392013.5088697758,-0.05332834383872521,-0.23287498039070353
tenant-cpu,disk_io_total,5-Disk-Noise,round-4,358,277122.00948798796,32499.782005110235,156009.72057711164,350201.32766780665,-0.4704849322510637,0.4282623486168471
tenant-cpu,disk_io_total,6-Combined-Noise,round-4,180,246116.06003089345,52867.38084111758,138876.2313731813,389423.3821561776,0.5099083750685312,-0.23793342313611676
tenant-cpu,disk_io_total,7-Recovery,round-4,250,303358.1378558168,42913.84308816188,165387.6656983812,406996.619492752,-0.3537334929274435,-0.1555545135982972
tenant-cpu,memory_usage,1-Baseline,round-4,365,250680395.74794522,41293573.26812167,159313920.0,342355968.0,-0.14893634922266807,-0.26530647292954423
tenant-cpu,memory_usage,2-CPU-Noise,round-4,355,256518876.66478872,46159448.0740211,146010112.0,346943488.0,-0.06578843052173632,-0.48599435872704433
tenant-cpu,memory_usage,3-Memory-Noise,round-4,355,262162922.36619717,47130336.32548822,147169280.0,357752832.0,0.035795595025141125,-0.6311830342034916
tenant-cpu,memory_usage,4-Network-Noise,round-4,354,256186506.84745762,47097047.13658556,124932096.0,352227328.0,-0.1510330223636623,-0.09223547122223419
tenant-cpu,memory_usage,5-Disk-Noise,round-4,358,260938219.97765362,48559696.43542106,157126656.0,354013184.0,-0.10921164295892098,-0.7043058093789201
tenant-cpu,memory_usage,6-Combined-Noise,round-4,180,258368261.68888888,52843031.00309362,96997376.0,353026048.0,-0.2816220603107237,-0.1918562466637792
tenant-cpu,memory_usage,7-Recovery,round-4,250,273114071.04,50750281.0435156,173170688.0,363544576.0,0.05247273204498946,-0.7241478176667524
tenant-cpu,network_receive,1-Baseline,round-4,365,10025.767509126013,1610.1212100029827,5392.876600595571,14425.603619379854,-0.513974221930892,0.7049032055095887
tenant-cpu,network_receive,2-CPU-Noise,round-4,355,9734.291361629123,1379.4445132221324,5365.80449116435,12449.73178887332,-0.6363500817664813,0.03184136276982574
