timestamp,value
"20250620_165249","84.23793677708477"
"20250620_165255","79.41404224174772"
"20250620_165301","92.84565593822542"
"20250620_165307","89.59626763063017"
"20250620_165314","86.48834897797336"
"20250620_165320","95.48911782766541"
"20250620_165326","77.95856683034361"
"20250620_165332","92.17156788322609"
"20250620_165339","81.59140426171635"
"20250620_165345","93.77753394317958"
"20250620_165351","94.29187010226968"
"20250620_165358","83.35341861102643"
"20250620_165404","90.25795838714512"
"20250620_165410","96.29303527043217"
"20250620_165417","87.63524817026571"
"20250620_165423","91.75448857093517"
"20250620_165429","99.38238162321889"
"20250620_165436","89.16028813135023"
"20250620_165442","89.95004622444242"
"20250620_165448","75.01102257237466"
"20250620_165455","88.60652890709184"
"20250620_165501","93.83786589018834"
"20250620_165507","83.31348448720946"
"20250620_165514","90.85168187799877"
"20250620_165520","92.9591610395974"
"20250620_165526","97.83028566917214"
"20250620_165532","96.96946459685778"
"20250620_165539","89.22341149128086"
