tenant_id,metric_name,experimental_phase,mean,volatility,count,baseline_mean,baseline_std,baseline_count,percentage_change,cohen_d,p_value,is_significant
tenant-cpu,cpu_usage,2 - CPU Noise,0.0010129018605950814,0.00015453235400470704,167,0.16984706978451794,0.48642245167522424,163,-99.40363889593142,-0.4938853245387706,1.7181307249726475e-05,True
tenant-cpu,cpu_usage,3 - Memory Noise,0.0010064481288596693,0.00013729730848052624,167,0.16984706978451794,0.48642245167522424,163,-99.40743862691507,-0.49390420881812147,1.7169273867211526e-05,True
tenant-cpu,cpu_usage,4 - Network Noise,0.001080027867848084,0.00014221232197535953,164,0.16984706978451794,0.48642245167522424,163,-99.36411745623973,-0.49142605706408077,1.730691782554668e-05,True
tenant-cpu,cpu_usage,5 - Disk Noise,0.0010830244608243853,0.00015782725446070073,163,0.16984706978451794,0.48642245167522424,163,-99.36235316735319,-0.4906607175563297,1.7312548698049585e-05,True
tenant-cpu,cpu_usage,6 - Combined Noise,0.0010609289297471257,0.0001548830369930015,163,0.16984706978451794,0.48642245167522424,163,-99.37536224140156,-0.49072495855174464,1.7271090781167012e-05,True
tenant-cpu,cpu_usage,7 - Recovery,0.0010170710903792573,0.00014273899668432508,166,0.16984706978451794,0.48642245167522424,163,-99.40118419960403,-0.4931197022177228,1.7189081569988673e-05,True
tenant-cpu,disk_throughput_total,2 - CPU Noise,954.4753004043134,4085.1029252439203,167,2337.563860724035,10285.32356035719,164,-59.167947603849626,-0.1773310797487477,0.11054690190591537,False
tenant-cpu,disk_throughput_total,3 - Memory Noise,0.0,0.0,167,2337.563860724035,10285.32356035719,164,-100.0,-0.3228863403431073,0.004113450984524239,True
tenant-cpu,disk_throughput_total,4 - Network Noise,0.0,0.0,164,2337.563860724035,10285.32356035719,164,-100.0,-0.3214108428723401,0.004113450984524239,True
tenant-cpu,disk_throughput_total,5 - Disk Noise,0.0,0.0,163,2337.563860724035,10285.32356035719,164,-100.0,-0.32091750283806975,0.004113450984524239,True
tenant-cpu,disk_throughput_total,6 - Combined Noise,0.0,0.0,163,2337.563860724035,10285.32356035719,164,-100.0,-0.32091750283806975,0.004113450984524239,True
tenant-cpu,disk_throughput_total,7 - Recovery,0.0,0.0,166,2337.563860724035,10285.32356035719,164,-100.0,-0.32239525817244785,0.004113450984524239,True
tenant-cpu,memory_usage,2 - CPU Noise,4773385.19760479,2645835.349705138,167,9009611.248484848,1473195.1164197647,165,-47.018966013572076,-1.9751482051097882,8.371993115894851e-48,True
tenant-cpu,memory_usage,3 - Memory Noise,2973622.4191616764,32008.068865113368,167,9009611.248484848,1473195.1164197647,165,-66.99499748491642,-5.810579809003549,1.107233924855867e-104,True
tenant-cpu,memory_usage,4 - Network Noise,2977767.024390244,32994.93466719799,164,9009611.248484848,1473195.1164197647,165,-66.94899544205065,-5.780076213278425,1.2203168170590002e-104,True
tenant-cpu,memory_usage,5 - Disk Noise,2975178.601226994,38409.92745011002,163,9009611.248484848,1473195.1164197647,165,-66.97772501863129,-5.773209095907413,1.0923559571955462e-104,True
tenant-cpu,memory_usage,6 - Combined Noise,2982491.09202454,66655.10959573822,163,9009611.248484848,1473195.1164197647,165,-66.89656179642482,-5.762325541391708,9.449726563861735e-105,True
tenant-cpu,memory_usage,7 - Recovery,2976114.120481928,24175.8536171678,166,9009611.248484848,1473195.1164197647,165,-66.96734144902841,-5.799973876949361,1.238421514270974e-104,True
tenant-cpu,network_total_bandwidth,2 - CPU Noise,35.866593584442235,3.6477915118426645,167,37.18429005443334,4.488108336060581,163,-3.5436913493901745,-0.3226097562392531,0.0037231823042900387,True
tenant-cpu,network_total_bandwidth,3 - Memory Noise,36.267189087416384,4.253296381744229,167,37.18429005443334,4.488108336060581,163,-2.466366752395786,-0.2098222314497427,0.05773529975140513,False
tenant-cpu,network_total_bandwidth,4 - Network Noise,36.502040602096194,3.792430811893006,164,37.18429005443334,4.488108336060581,163,-1.8347787502152515,-0.1642475058048619,0.1387305167739016,False
