,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.01908073491802925,0.1412296977024273,0.0032135516711601694
tenant-dsk,0.5405855300424065,,0.02922710502437715,0.003133040530142872
tenant-mem,0.022787229372739838,1.4178513908711642e-05,,0.0008445955174533214
tenant-ntk,0.2628284381882351,0.001298243474389409,0.4661003120639575,
