,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.034168452153201294,6.484993664560208e-06,5.322736011851998e-12
tenant-dsk,0.11618808992994403,,7.329517262041568e-05,5.3264992663852436e-08
tenant-mem,2.3399057739551073e-05,0.034370770328873645,,3.144589310416708e-05
tenant-ntk,2.1333798404999646e-07,0.08245038689450393,0.0007967470037342747,
