target,source,p-value,metric,phase,round_id,score
tenant-cpu,tenant-dsk,,cpu_usage,1-Baseline,round-4,0.15865641227996474
tenant-cpu,tenant-mem,,cpu_usage,1-Baseline,round-4,0.1745889432055437
tenant-cpu,tenant-ntk,,cpu_usage,1-Baseline,round-4,0.147323640195017
tenant-dsk,tenant-cpu,,cpu_usage,1-Baseline,round-4,0.20547569550025543
tenant-dsk,tenant-mem,,cpu_usage,1-Baseline,round-4,0.2529374093694905
tenant-dsk,tenant-ntk,,cpu_usage,1-Baseline,round-4,0.16738545083314393
tenant-mem,tenant-cpu,,cpu_usage,1-Baseline,round-4,0.23445960859827852
tenant-mem,tenant-dsk,,cpu_usage,1-Baseline,round-4,0.2215793730072622
tenant-mem,tenant-ntk,,cpu_usage,1-Baseline,round-4,0.18892166015330658
tenant-ntk,tenant-cpu,,cpu_usage,1-Baseline,round-4,0.07577469454659105
tenant-ntk,tenant-dsk,,cpu_usage,1-Baseline,round-4,0.08610131223722138
tenant-ntk,tenant-mem,,cpu_usage,1-Baseline,round-4,0.07296872538858494
tenant-cpu,tenant-dsk,,cpu_usage,2-CPU-Noise,round-4,0.16853176082312984
tenant-cpu,tenant-mem,,cpu_usage,2-CPU-Noise,round-4,0.10089384804397653
tenant-cpu,tenant-nsy,,cpu_usage,2-CPU-Noise,round-4,0.08495481843025672
tenant-cpu,tenant-ntk,,cpu_usage,2-CPU-Noise,round-4,0.22799837125470734
tenant-dsk,tenant-cpu,,cpu_usage,2-CPU-Noise,round-4,0.2709135776244443
tenant-dsk,tenant-mem,,cpu_usage,2-CPU-Noise,round-4,0.20816727074889574
tenant-dsk,tenant-nsy,,cpu_usage,2-CPU-Noise,round-4,0.21429351169509622
tenant-dsk,tenant-ntk,,cpu_usage,2-CPU-Noise,round-4,0.3724029947144685
tenant-mem,tenant-cpu,,cpu_usage,2-CPU-Noise,round-4,0.16953612725396594
tenant-mem,tenant-dsk,,cpu_usage,2-CPU-Noise,round-4,0.13015877459774575
tenant-mem,tenant-nsy,,cpu_usage,2-CPU-Noise,round-4,0.09620867001462868
tenant-mem,tenant-ntk,,cpu_usage,2-CPU-Noise,round-4,0.1832037228969724
tenant-nsy,tenant-cpu,,cpu_usage,2-CPU-Noise,round-4,0.09128142028356649
tenant-nsy,tenant-dsk,,cpu_usage,2-CPU-Noise,round-4,0.07195739090705143
tenant-nsy,tenant-mem,,cpu_usage,2-CPU-Noise,round-4,0.05981694050624931
tenant-nsy,tenant-ntk,,cpu_usage,2-CPU-Noise,round-4,0.10060289051380147
tenant-ntk,tenant-cpu,,cpu_usage,2-CPU-Noise,round-4,0.28798316501503646
tenant-ntk,tenant-dsk,,cpu_usage,2-CPU-Noise,round-4,0.3157405619463705
tenant-ntk,tenant-mem,,cpu_usage,2-CPU-Noise,round-4,0.2755326462772392
tenant-ntk,tenant-nsy,,cpu_usage,2-CPU-Noise,round-4,0.2269547273277386
tenant-cpu,tenant-dsk,,cpu_usage,3-Memory-Noise,round-4,0.2510189060630814
tenant-cpu,tenant-mem,,cpu_usage,3-Memory-Noise,round-4,0.18472735454741213
tenant-cpu,tenant-nsy,,cpu_usage,3-Memory-Noise,round-4,0.15545577274416333
tenant-cpu,tenant-ntk,,cpu_usage,3-Memory-Noise,round-4,0.3162110789881356
tenant-dsk,tenant-cpu,,cpu_usage,3-Memory-Noise,round-4,0.31049403240784035
tenant-dsk,tenant-mem,,cpu_usage,3-Memory-Noise,round-4,0.2873015577569511
tenant-dsk,tenant-nsy,,cpu_usage,3-Memory-Noise,round-4,0.20628898477816487
tenant-dsk,tenant-ntk,,cpu_usage,3-Memory-Noise,round-4,0.35343390231681315
tenant-mem,tenant-cpu,,cpu_usage,3-Memory-Noise,round-4,0.2371202924338743
tenant-mem,tenant-dsk,,cpu_usage,3-Memory-Noise,round-4,0.2034844600264192
tenant-mem,tenant-nsy,,cpu_usage,3-Memory-Noise,round-4,0.15621323371463633
tenant-mem,tenant-ntk,,cpu_usage,3-Memory-Noise,round-4,0.20415558065945502
tenant-nsy,tenant-cpu,,cpu_usage,3-Memory-Noise,round-4,0.08297507094937093
tenant-nsy,tenant-dsk,,cpu_usage,3-Memory-Noise,round-4,0.08951745407216859
tenant-nsy,tenant-mem,,cpu_usage,3-Memory-Noise,round-4,0.09895910430692302
tenant-nsy,tenant-ntk,,cpu_usage,3-Memory-Noise,round-4,0.1377993825284652
tenant-ntk,tenant-cpu,,cpu_usage,3-Memory-Noise,round-4,0.3564166750363883
tenant-ntk,tenant-dsk,,cpu_usage,3-Memory-Noise,round-4,0.4169650928796067
tenant-ntk,tenant-mem,,cpu_usage,3-Memory-Noise,round-4,0.25228734355753946
tenant-ntk,tenant-nsy,,cpu_usage,3-Memory-Noise,round-4,0.1971826479959023
tenant-cpu,tenant-dsk,,cpu_usage,4-Network-Noise,round-4,0.14784037867752375
tenant-cpu,tenant-mem,,cpu_usage,4-Network-Noise,round-4,0.1178627078614244
tenant-cpu,tenant-nsy,,cpu_usage,4-Network-Noise,round-4,0.16860463814738563
tenant-cpu,tenant-ntk,,cpu_usage,4-Network-Noise,round-4,0.25495246190147225
tenant-dsk,tenant-cpu,,cpu_usage,4-Network-Noise,round-4,0.22478445851711096
tenant-dsk,tenant-mem,,cpu_usage,4-Network-Noise,round-4,0.24049989707919345
tenant-dsk,tenant-nsy,,cpu_usage,4-Network-Noise,round-4,0.1772463723632192
tenant-dsk,tenant-ntk,,cpu_usage,4-Network-Noise,round-4,0.31449238782014055
tenant-mem,tenant-cpu,,cpu_usage,4-Network-Noise,round-4,0.08238704049830833
tenant-mem,tenant-dsk,,cpu_usage,4-Network-Noise,round-4,0.18282827248642003
tenant-mem,tenant-nsy,,cpu_usage,4-Network-Noise,round-4,0.10197920596088673
tenant-mem,tenant-ntk,,cpu_usage,4-Network-Noise,round-4,0.19057779996474908
tenant-nsy,tenant-cpu,,cpu_usage,4-Network-Noise,round-4,0.09389960913731668
tenant-nsy,tenant-dsk,,cpu_usage,4-Network-Noise,round-4,0.08267795811778436
tenant-nsy,tenant-mem,,cpu_usage,4-Network-Noise,round-4,0.08880184863880702
tenant-nsy,tenant-ntk,,cpu_usage,4-Network-Noise,round-4,0.09291328167146651
tenant-ntk,tenant-cpu,,cpu_usage,4-Network-Noise,round-4,0.24052872977060405
tenant-ntk,tenant-dsk,,cpu_usage,4-Network-Noise,round-4,0.3446918197816579
tenant-ntk,tenant-mem,,cpu_usage,4-Network-Noise,round-4,0.2714107820062651
tenant-ntk,tenant-nsy,,cpu_usage,4-Network-Noise,round-4,0.22095986031955156
tenant-cpu,tenant-dsk,,cpu_usage,5-Disk-Noise,round-4,0.36893160886671805
tenant-cpu,tenant-mem,,cpu_usage,5-Disk-Noise,round-4,0.3525796411984151
tenant-cpu,tenant-nsy,,cpu_usage,5-Disk-Noise,round-4,0.3434373975511889
tenant-cpu,tenant-ntk,,cpu_usage,5-Disk-Noise,round-4,0.37349122684256564
tenant-dsk,tenant-cpu,,cpu_usage,5-Disk-Noise,round-4,0.387616532652333
tenant-dsk,tenant-mem,,cpu_usage,5-Disk-Noise,round-4,0.3724499818262941
tenant-dsk,tenant-nsy,,cpu_usage,5-Disk-Noise,round-4,0.3573984536582455
tenant-dsk,tenant-ntk,,cpu_usage,5-Disk-Noise,round-4,0.3601231356075576
tenant-mem,tenant-cpu,,cpu_usage,5-Disk-Noise,round-4,0.33606142707347963
tenant-mem,tenant-dsk,,cpu_usage,5-Disk-Noise,round-4,0.34457134142996526
tenant-mem,tenant-nsy,,cpu_usage,5-Disk-Noise,round-4,0.3704426997887622
tenant-mem,tenant-ntk,,cpu_usage,5-Disk-Noise,round-4,0.433288981959683
tenant-nsy,tenant-cpu,,cpu_usage,5-Disk-Noise,round-4,0.28949688964805154
tenant-nsy,tenant-dsk,,cpu_usage,5-Disk-Noise,round-4,0.28471901089421686
tenant-nsy,tenant-mem,,cpu_usage,5-Disk-Noise,round-4,0.3740122982070205
tenant-nsy,tenant-ntk,,cpu_usage,5-Disk-Noise,round-4,0.32398496016259587
