,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.2929848659294268,0.22187422331569837,0.2635304156633185
tenant-dsk,0.21927486009935693,,0.17647598787837646,0.1630921160891237
tenant-mem,0.142288139013448,0.1948310766373872,,0.13803021540743568
tenant-ntk,0.14247612247212832,0.10905310016307206,0.11172082351227443,
