tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,1.0,0.18758905989229857,0.23057447413246954,0.25635386264997045
tenant-dsk,0.18758905989229857,1.0,-0.04018074703065902,0.10990923884804309
tenant-mem,0.23057447413246954,-0.04018074703065902,1.0,0.09431495048211326
tenant-ntk,0.25635386264997045,0.10990923884804309,0.09431495048211326,1.0
