tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,83358.69258571944,12136963.666259583,2846173.4686216507,0.0
tenant-dsk,12136963.666259583,2344758961.2811623,415260708.04466057,0.0
tenant-mem,2846173.4686216507,415260708.04466057,171618054.14422104,0.0
tenant-ntk,0.0,0.0,0.0,0.0
