tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,13.665345701497241,146.5928559623504,402.1608671125213,19.917473158339583
tenant-dsk,146.5928559623504,110105.63278503028,33728.58976416913,-81.6569249952591
tenant-mem,402.1608671125213,33728.58976416913,149764.0541841088,5394.316948767919
tenant-ntk,19.917473158339583,-81.6569249952591,5394.316948767919,3816.5345198746695
