,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.015845874262923013,0.003862151009362749,0.023318397268729987,0.0026702438596447452
tenant-dsk,0.054802315381340186,,0.022633229966783724,0.0020090773397577148,2.1427400050066298e-11
tenant-mem,0.37313281351448463,0.0012447817314077526,,0.018301459033129828,5.89348125638929e-06
tenant-ntk,0.1037721093588466,0.030914703343285027,0.028675675128246262,,1.2387707183491674e-08
tenant-nsy,0.14695177870275514,0.00023755186321665895,0.32344747703425203,0.0028749700877894573,
