,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.02461236829626984,0.00865061832864546,0.8495156331134861,0.8208911658500886
tenant-dsk,0.6698728877586322,,0.4806216507461255,0.6158110944646273,0.5839610459780582
tenant-mem,0.14667856297782658,0.42477488432172383,,0.2972045829150447,0.007006353062258654
tenant-ntk,0.7738581361214508,0.7408764027470797,0.852710805477378,,0.6079665970956691
tenant-nsy,0.8115887354685074,0.4492611449723861,0.06615655223029414,0.05314247326757652,
