,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.5486944714718825,0.4829366056699903,0.3088996249880136,0.7892399975139173
tenant-dsk,0.8525343403992882,,0.7111392197273163,0.012673958838707785,0.22825515478692884
tenant-mem,0.15350533238011993,0.15348894428976406,,0.08855473322088311,0.25597258017144764
tenant-ntk,0.5468088834465764,0.016089592610338817,0.032981461655906534,,0.6212186532010167
tenant-nsy,0.9205617615457845,0.31067495911984594,0.22641737465708117,0.5452648854986226,
