,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.062117905895080934,0.09422272640432422,0.10485546604127709,0.003332385657761761
tenant-dsk,0.05108386278662997,,0.45244231334256807,0.4523432785758741,0.05925990251035783
tenant-mem,0.09056975909494518,0.38250632453149097,,0.45642007874086177,0.04059349892588058
tenant-ntk,0.02667347393149676,0.20319217723778862,0.18851323097761827,,0.06732471295869802
tenant-nsy,0.0,0.0,0.0,0.0,
