,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.6147255111592902,0.7107992997194333,0.6236809683313075,0.3173901416215261
tenant-dsk,0.5249469383588116,,0.5586680128353322,0.5446552149286455,0.2577239992407523
tenant-mem,0.7290235084732505,0.5773173516327863,,0.6239623226567723,0.2940626216014334
tenant-ntk,0.5541159065760448,0.5331795961701763,0.6276126280075343,,0.2645104610578508
tenant-nsy,0.08248261388081062,0.14480752648182116,0.10324625745934558,0.0920972344990332,
