,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.0432441006227056,0.06191934112564966,0.04204649079629723,0.049231309801853126
tenant-dsk,0.1221697432189588,,0.25030048440046077,0.1550044369525926,0.24129539006266773
tenant-mem,0.12838798067971133,0.2901870376638565,,0.26669943458531065,0.29158025546683713
tenant-ntk,0.020293911675351918,0.10851092486182631,0.1116523947129865,,0.1417006973985103
tenant-nsy,0.013363614015469434,0.05051411235847829,0.1181090219938782,0.1256341956880186,
