,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.5023002175502125,0.9293713522560536,0.705410338101429,0.27995171211064185
tenant-dsk,0.08868761829189438,,0.015867447182598513,0.2917839105952199,0.5871125184416746
tenant-mem,0.3616165293445787,0.474248705172405,,0.7136911318820677,0.4409900944704779
tenant-ntk,0.8845957044256333,0.5876990350071241,0.6478974267089187,,0.4541823025962949
tenant-nsy,0.05177588672919261,0.5972198863817727,0.5199307661002497,0.496804146082245,
