,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.0008667807207119863,0.0024668841240449205,0.00023327684961242163,0.016786228506459274
tenant-dsk,0.015604770448477063,,0.001961609752653455,0.044192206337037285,0.0011636693503724192
tenant-mem,0.011123385529009693,3.4743628152874796e-06,,0.0007763107549506182,2.6240090576758334e-08
tenant-ntk,3.901845042576581e-05,2.0781670998981713e-05,0.00010745819189036249,,3.613676815363623e-05
tenant-nsy,0.0016894840141444083,5.255595480587326e-09,2.3839892423886104e-06,2.474493297770191e-05,
