,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.16265128177566093,0.017831741084378978,9.573414077509263e-05,0.014739843724368781
tenant-dsk,0.0025708369138457876,,0.013449081130187241,0.08156523575104649,0.0027609067212631348
tenant-mem,0.0007202897504456483,0.0002686449155624803,,0.008355344816823634,0.0002426857311115197
tenant-ntk,0.3409277555240938,7.0825945107942835e-06,0.00011307217114047369,,6.841163023520234e-11
tenant-nsy,0.008935841584213428,0.0007849121073484354,0.04809847234813579,0.034699114560657995,
