,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.4548033914021743,0.3229955992336352,0.06866289913929084,0.8419306291699041
tenant-dsk,0.5348504909476621,,0.33746034271130276,0.04529958503811314,0.7218733060530977
tenant-mem,0.036654306159328125,0.3504578120578723,,0.6180496604382575,0.28153533947261045
tenant-ntk,0.001084716444427066,0.46995915342165373,0.034843661057544106,,0.759223098798852
tenant-nsy,0.7142005918819587,0.8674206539647946,0.5073803315251435,0.6710051910285613,
