timestamp,value
"20250622_005350","0.1336266145096804"
"20250622_005356","0.12457648506146124"
"20250622_005402","0.12092101066784056"
"20250622_005409","0.11883593846473148"
"20250622_005415","0.10451614677427881"
"20250622_005421","0.07187291364939234"
"20250622_005428","0.06994070927862463"
"20250622_005434","0.050932792863189365"
"20250622_005440","0.0324841503575618"
"20250622_005446","0.027371618185808865"
"20250622_005452","0.024742425137416767"
"20250622_005458","0.020314135853636395"
"20250622_005504","0.004545986185439338"
