tenant1,tenant2,covariance,metric,phase,round_id
tenant-cpu,tenant-dsk,0.004658182658692348,cpu_usage,1-Baseline,round-5
tenant-cpu,tenant-mem,0.01884389801518316,cpu_usage,1-Baseline,round-5
tenant-cpu,tenant-ntk,0.012386182933947753,cpu_usage,1-Baseline,round-5
tenant-dsk,tenant-mem,0.0048688167098760796,cpu_usage,1-Baseline,round-5
tenant-dsk,tenant-ntk,0.007957904476153396,cpu_usage,1-Baseline,round-5
tenant-mem,tenant-ntk,0.015185755353982125,cpu_usage,1-Baseline,round-5
tenant-cpu,tenant-dsk,0.004120843782912777,cpu_usage,2-CPU-Noise,round-5
tenant-cpu,tenant-mem,0.02804189136305207,cpu_usage,2-CPU-Noise,round-5
tenant-cpu,tenant-nsy,-0.05284132744144818,cpu_usage,2-CPU-Noise,round-5
tenant-cpu,tenant-ntk,0.017963161851808115,cpu_usage,2-CPU-Noise,round-5
tenant-dsk,tenant-mem,0.004382050401064522,cpu_usage,2-CPU-Noise,round-5
tenant-dsk,tenant-nsy,-0.0035135557269792574,cpu_usage,2-CPU-Noise,round-5
tenant-dsk,tenant-ntk,0.007361486803799346,cpu_usage,2-CPU-Noise,round-5
tenant-mem,tenant-nsy,-0.05898031598242195,cpu_usage,2-CPU-Noise,round-5
tenant-mem,tenant-ntk,0.015572052018996911,cpu_usage,2-CPU-Noise,round-5
tenant-nsy,tenant-ntk,0.0029958166197882534,cpu_usage,2-CPU-Noise,round-5
tenant-cpu,tenant-dsk,0.004706340937339453,cpu_usage,3-Memory-Noise,round-5
tenant-cpu,tenant-mem,0.017149667590541387,cpu_usage,3-Memory-Noise,round-5
tenant-cpu,tenant-nsy,-0.016678806504142427,cpu_usage,3-Memory-Noise,round-5
tenant-cpu,tenant-ntk,0.018832412097363395,cpu_usage,3-Memory-Noise,round-5
tenant-dsk,tenant-mem,0.00300397028034151,cpu_usage,3-Memory-Noise,round-5
tenant-dsk,tenant-nsy,-9.079402275805031e-05,cpu_usage,3-Memory-Noise,round-5
tenant-dsk,tenant-ntk,0.00559587108317849,cpu_usage,3-Memory-Noise,round-5
tenant-mem,tenant-nsy,-0.01044243684928281,cpu_usage,3-Memory-Noise,round-5
tenant-mem,tenant-ntk,0.018576301791984624,cpu_usage,3-Memory-Noise,round-5
tenant-nsy,tenant-ntk,0.009249786911456837,cpu_usage,3-Memory-Noise,round-5
tenant-cpu,tenant-dsk,0.0048930760492180625,cpu_usage,4-Network-Noise,round-5
tenant-cpu,tenant-mem,0.044564215221092274,cpu_usage,4-Network-Noise,round-5
tenant-cpu,tenant-nsy,-0.07866926754689141,cpu_usage,4-Network-Noise,round-5
tenant-cpu,tenant-ntk,0.011769983342732156,cpu_usage,4-Network-Noise,round-5
tenant-dsk,tenant-mem,0.003385407814474539,cpu_usage,4-Network-Noise,round-5
tenant-dsk,tenant-nsy,0.002850242357666839,cpu_usage,4-Network-Noise,round-5
tenant-dsk,tenant-ntk,0.005642166388913692,cpu_usage,4-Network-Noise,round-5
tenant-mem,tenant-nsy,-0.07751424738517791,cpu_usage,4-Network-Noise,round-5
tenant-mem,tenant-ntk,0.010338305328896345,cpu_usage,4-Network-Noise,round-5
tenant-nsy,tenant-ntk,0.02098744441156005,cpu_usage,4-Network-Noise,round-5
tenant-cpu,tenant-dsk,0.0036086984985304557,cpu_usage,5-Disk-Noise,round-5
tenant-cpu,tenant-mem,0.01854769382828956,cpu_usage,5-Disk-Noise,round-5
tenant-cpu,tenant-nsy,0.0016467329068186667,cpu_usage,5-Disk-Noise,round-5
tenant-cpu,tenant-ntk,0.01078041396982912,cpu_usage,5-Disk-Noise,round-5
tenant-dsk,tenant-mem,0.004895009299581004,cpu_usage,5-Disk-Noise,round-5
tenant-dsk,tenant-nsy,0.004690497722058949,cpu_usage,5-Disk-Noise,round-5
tenant-dsk,tenant-ntk,0.008048277499955302,cpu_usage,5-Disk-Noise,round-5
tenant-mem,tenant-nsy,0.0026920808146320154,cpu_usage,5-Disk-Noise,round-5
tenant-mem,tenant-ntk,0.02473958722724759,cpu_usage,5-Disk-Noise,round-5
tenant-nsy,tenant-ntk,0.010695362548225356,cpu_usage,5-Disk-Noise,round-5
tenant-cpu,tenant-dsk,0.0024111261110210274,cpu_usage,6-Combined-Noise,round-5
tenant-cpu,tenant-mem,0.014306277093201954,cpu_usage,6-Combined-Noise,round-5
tenant-cpu,tenant-nsy,-0.005102228356826405,cpu_usage,6-Combined-Noise,round-5
tenant-cpu,tenant-ntk,0.011264061585784165,cpu_usage,6-Combined-Noise,round-5
tenant-dsk,tenant-mem,0.000718003817590333,cpu_usage,6-Combined-Noise,round-5
tenant-dsk,tenant-nsy,0.00740673745091482,cpu_usage,6-Combined-Noise,round-5
tenant-dsk,tenant-ntk,0.007318576394886138,cpu_usage,6-Combined-Noise,round-5
tenant-mem,tenant-nsy,0.0055132538952774235,cpu_usage,6-Combined-Noise,round-5
tenant-mem,tenant-ntk,0.01279799157131915,cpu_usage,6-Combined-Noise,round-5
tenant-nsy,tenant-ntk,0.03364083548891181,cpu_usage,6-Combined-Noise,round-5
tenant-cpu,tenant-dsk,0.007325972395696246,cpu_usage,7-Recovery,round-5
tenant-cpu,tenant-mem,0.07904028225792398,cpu_usage,7-Recovery,round-5
tenant-cpu,tenant-nsy,-0.1033574930464479,cpu_usage,7-Recovery,round-5
tenant-cpu,tenant-ntk,0.021363135959754417,cpu_usage,7-Recovery,round-5
tenant-dsk,tenant-mem,0.005072609628217377,cpu_usage,7-Recovery,round-5
tenant-dsk,tenant-nsy,-0.004852196733894867,cpu_usage,7-Recovery,round-5
tenant-dsk,tenant-ntk,0.019111861367412303,cpu_usage,7-Recovery,round-5
tenant-mem,tenant-nsy,-0.10000797164360639,cpu_usage,7-Recovery,round-5
tenant-mem,tenant-ntk,0.017211419184870076,cpu_usage,7-Recovery,round-5
tenant-nsy,tenant-ntk,-0.004900924634812295,cpu_usage,7-Recovery,round-5
tenant-cpu,tenant-dsk,169285484223277.62,memory_usage,1-Baseline,round-5
tenant-cpu,tenant-mem,11455551935183.824,memory_usage,1-Baseline,round-5
tenant-cpu,tenant-ntk,240607447228979.94,memory_usage,1-Baseline,round-5
tenant-dsk,tenant-mem,-28696444488703.145,memory_usage,1-Baseline,round-5
tenant-dsk,tenant-ntk,359918761542265.75,memory_usage,1-Baseline,round-5
tenant-mem,tenant-ntk,146396676192043.06,memory_usage,1-Baseline,round-5
tenant-cpu,tenant-dsk,300837415495818.7,memory_usage,2-CPU-Noise,round-5
tenant-cpu,tenant-mem,-78981003417876.4,memory_usage,2-CPU-Noise,round-5
tenant-cpu,tenant-nsy,355443887564054.56,memory_usage,2-CPU-Noise,round-5
tenant-cpu,tenant-ntk,-82362918011147.92,memory_usage,2-CPU-Noise,round-5
tenant-dsk,tenant-mem,-72203669259319.7,memory_usage,2-CPU-Noise,round-5
tenant-dsk,tenant-nsy,288934194226447.94,memory_usage,2-CPU-Noise,round-5
tenant-dsk,tenant-ntk,-101963121081720.44,memory_usage,2-CPU-Noise,round-5
tenant-mem,tenant-nsy,-67845961990711.67,memory_usage,2-CPU-Noise,round-5
tenant-mem,tenant-ntk,80156060262138.34,memory_usage,2-CPU-Noise,round-5
tenant-nsy,tenant-ntk,-95619959626202.53,memory_usage,2-CPU-Noise,round-5
tenant-cpu,tenant-dsk,-113146517863772.62,memory_usage,3-Memory-Noise,round-5
tenant-cpu,tenant-mem,20617892133250.188,memory_usage,3-Memory-Noise,round-5
tenant-cpu,tenant-nsy,463816552155197.94,memory_usage,3-Memory-Noise,round-5
tenant-cpu,tenant-ntk,137999077069057.27,memory_usage,3-Memory-Noise,round-5
tenant-dsk,tenant-mem,389408605893473.1,memory_usage,3-Memory-Noise,round-5
tenant-dsk,tenant-nsy,-85579651037813.73,memory_usage,3-Memory-Noise,round-5
tenant-dsk,tenant-ntk,-56025526155803.45,memory_usage,3-Memory-Noise,round-5
tenant-mem,tenant-nsy,-60227139817298.52,memory_usage,3-Memory-Noise,round-5
tenant-mem,tenant-ntk,-232900379769680.16,memory_usage,3-Memory-Noise,round-5
tenant-nsy,tenant-ntk,230084145208974.56,memory_usage,3-Memory-Noise,round-5
tenant-cpu,tenant-dsk,-192054641809008.72,memory_usage,4-Network-Noise,round-5
tenant-cpu,tenant-mem,55235346838298.914,memory_usage,4-Network-Noise,round-5
tenant-cpu,tenant-nsy,338122647637208.8,memory_usage,4-Network-Noise,round-5
tenant-cpu,tenant-ntk,-145526515666964.44,memory_usage,4-Network-Noise,round-5
tenant-dsk,tenant-mem,-5644648115182.445,memory_usage,4-Network-Noise,round-5
tenant-dsk,tenant-nsy,-73410553567101.58,memory_usage,4-Network-Noise,round-5
tenant-dsk,tenant-ntk,62492762458961.586,memory_usage,4-Network-Noise,round-5
tenant-mem,tenant-nsy,132784074857323.31,memory_usage,4-Network-Noise,round-5
tenant-mem,tenant-ntk,157605445278708.5,memory_usage,4-Network-Noise,round-5
tenant-nsy,tenant-ntk,-266492407488035.1,memory_usage,4-Network-Noise,round-5
tenant-cpu,tenant-dsk,-278666650395341.12,memory_usage,5-Disk-Noise,round-5
tenant-cpu,tenant-mem,-210128923721454.62,memory_usage,5-Disk-Noise,round-5
tenant-cpu,tenant-nsy,179587176301553.47,memory_usage,5-Disk-Noise,round-5
tenant-cpu,tenant-ntk,183281607231270.84,memory_usage,5-Disk-Noise,round-5
tenant-dsk,tenant-mem,-61988342621518.625,memory_usage,5-Disk-Noise,round-5
tenant-dsk,tenant-nsy,110971364938159.84,memory_usage,5-Disk-Noise,round-5
tenant-dsk,tenant-ntk,124862265300765.19,memory_usage,5-Disk-Noise,round-5
tenant-mem,tenant-nsy,133411162325808.11,memory_usage,5-Disk-Noise,round-5
tenant-mem,tenant-ntk,329212383246196.75,memory_usage,5-Disk-Noise,round-5
tenant-nsy,tenant-ntk,-97531110098361.94,memory_usage,5-Disk-Noise,round-5
tenant-cpu,tenant-dsk,-682282436817900.8,memory_usage,6-Combined-Noise,round-5
tenant-cpu,tenant-mem,624611587470871.4,memory_usage,6-Combined-Noise,round-5
tenant-cpu,tenant-nsy,-904857946324233.1,memory_usage,6-Combined-Noise,round-5
tenant-cpu,tenant-ntk,-270943379647767.34,memory_usage,6-Combined-Noise,round-5
tenant-dsk,tenant-mem,18751974454172.06,memory_usage,6-Combined-Noise,round-5
tenant-dsk,tenant-nsy,212402203523455.7,memory_usage,6-Combined-Noise,round-5
tenant-dsk,tenant-ntk,-20362122851127.08,memory_usage,6-Combined-Noise,round-5
