,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.11390257936965453,0.13637598647544516,0.01141763836148705,0.19478180689025656
tenant-dsk,0.13224896825002108,,0.13970839589368542,0.03325472619408468,0.1849623205838396
tenant-mem,0.12420131608767439,0.1420012357102903,,0.041234931133004714,0.1371499858617365
tenant-nsy,0.005649717514124294,0.011299435028248588,0.011299435028248588,,0.011299435028248588
tenant-ntk,0.21415424749040912,0.18054111350828456,0.2144266896954617,0.036134962426112034,
