,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.027418558782700546,0.13341879319618483,0.1958769395224389
tenant-dsk,0.009164323199853167,,0.011232508137287326,0.022191412246876367
tenant-mem,0.11816961717830524,0.054976070873060084,,0.15448299513783362
tenant-ntk,0.2309072953618159,0.05485887667272283,0.1517640401567778,
