,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.03798347401101627,0.17627415341415636,0.1862687505292014
tenant-dsk,0.021644204191479794,,0.010685300081890753,0.0
tenant-mem,0.20031924790443695,0.03129077612749057,,0.1295876174138042
tenant-ntk,0.10231462380795898,0.008558791571366041,0.10790179930551082,
