target,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,0.0,0.185984801319922,0.13473531755233972,0.03540460046141404,0.21274560449551405
tenant-dsk,0.2723806999294951,0.0,0.27140724447868547,0.07517410822481937,0.3359541439700172
tenant-mem,0.12499108022862206,0.169767193130516,0.0,0.03412703148906804,0.2152145466045173
tenant-nsy,0.00740751443728885,0.01932632893419775,0.00761049218283035,0.0,0.019747862802423275
tenant-ntk,0.2991297822317507,0.360611082834359,0.29309781644525557,0.07489172663786259,0.0
