target,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,0.0,0.2834338127465344,0.3005134333130576,0.24666912346564973,0.27752266212173243
tenant-dsk,0.27449100360638057,0.0,0.2663016018550358,0.22690217405001384,0.25514046713912863
tenant-mem,0.31006668552675015,0.28881475064416795,0.0,0.25351671729873226,0.29210850845263164
tenant-nsy,0.20034694142466078,0.18769154126482318,0.2111638280962606,0.0,0.1899829833551505
tenant-ntk,0.2780525221921588,0.27546545843665704,0.26801218898164514,0.21729886972246287,0.0
