tenant1,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,1.0,0.1870633985936959,0.1825501249233843,0.1995574810553743,0.1775547741805168
tenant-dsk,0.1870633985936959,1.0,0.2006034205058115,0.2253005689018783,0.1444887816868037
tenant-mem,0.1825501249233843,0.2006034205058115,1.0,0.1807676386690061,0.1712620628667539
tenant-nsy,0.1995574810553743,0.2253005689018783,0.1807676386690061,1.0,0.1904967331886142
tenant-ntk,0.1775547741805168,0.1444887816868037,0.1712620628667539,0.1904967331886142,1.0
