target,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,0.0,0.23519393808394745,0.22396219642568987,0.22951823383708256,0.1950664696700051
tenant-dsk,0.23308687324122074,0.0,0.23318625983024796,0.23458196187579466,0.21101756991693968
tenant-mem,0.2191581542253142,0.2299386380943428,0.0,0.22027221202934383,0.19570844489356554
tenant-nsy,0.22325762869678573,0.23320094281524908,0.22233183765718215,0.0,0.20191597786835866
tenant-ntk,0.19594240354882683,0.19963686397067668,0.1957615655711763,0.20144371790004706,0.0
