tenant1,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,1.0,0.2862496724852749,0.2627236298568983,-0.1024390321637719,0.1550173379407402
tenant-dsk,0.2862496724852749,1.0,0.2689100225514406,-0.0912539008538052,0.1996033831621114
tenant-mem,0.2627236298568983,0.2689100225514406,1.0,-0.1624807753534269,0.14469943694294
tenant-nsy,-0.1024390321637719,-0.0912539008538052,-0.1624807753534269,1.0,0.0236945328287886
tenant-ntk,0.1550173379407402,0.1996033831621114,0.14469943694294,0.0236945328287886,1.0
