metric_name,metric_pretty,phase,count,mean,std,min,q1,median,q3,max
cpu_usage,CPU Usage,1-Baseline,4888,3.065092995844983,1.2351036420983532,0.534339164660437,2.625479181876305,3.668386660860352,3.926370270444005,4.660683620481487
cpu_usage,CPU Usage,2-CPU-Noise,6183,2.681264681996477,1.059834961962246,0.108384066241123,2.2795933932851167,2.6584427242360853,3.664874727781939,4.402145046056434
cpu_usage,CPU Usage,3-Memory-Noise,6286,2.627149256886836,0.9445616120169146,0.102872609158409,2.4991726181403866,2.881164894633189,3.1106902152246523,4.143277488857625
cpu_usage,CPU Usage,4-Network-Noise,6297,2.557064648112818,1.048410504569777,0.401187446474778,2.085288409024863,2.4665894411812186,3.585915063046864,4.151037690650528
cpu_usage,CPU Usage,5-Disk-Noise,6144,2.4850429064451487,1.294587149053922,0.2298585700408326,0.9608110820995068,3.222461153254092,3.597746061731442,4.19802237598162
cpu_usage,CPU Usage,6-Combined-Noise,5122,2.6901995638057983,1.7826676016845378,0.4960093378324276,1.4614158230951504,1.7184663467307968,3.781016676093024,6.8240243976716455
cpu_usage,CPU Usage,7-Recovery,5141,2.4558382928353915,1.638968939029757,0.0015332320913128,0.8867398748023664,3.4672630567743834,3.862141382686776,6.38499067129229
