target,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,0.0,0.16550004916535677,0.10817785328052851,0.09836613430213757,0.1943526779046196
tenant-dsk,0.2724626720100698,0.0,0.24964382008753916,0.20458844257493294,0.335254832667419
tenant-mem,0.11133887689638776,0.15006648429304423,0.0,0.10014314783059253,0.16800896317261088
tenant-nsy,0.08119315662933652,0.09954448535536106,0.07375992060656841,0.0,0.12554363886862405
tenant-ntk,0.24048908194335267,0.29332664994549024,0.2518059100202586,0.19806007242979945,0.0
