metric_name,metric_pretty,phase,value,proportion
memory_usage,Memory Usage,1-Baseline,113864704.0,0.00019964064683569574
memory_usage,Memory Usage,1-Baseline,119967744.0,0.0003992812936713915
memory_usage,Memory Usage,1-Baseline,119967744.0,0.0005989219405070872
memory_usage,Memory Usage,1-Baseline,123273216.0,0.000798562587342783
memory_usage,Memory Usage,1-Baseline,123273216.0,0.0009982032341784787
memory_usage,Memory Usage,1-Baseline,123273216.0,0.0011978438810141745
memory_usage,Memory Usage,1-Baseline,123273216.0,0.0013974845278498702
memory_usage,Memory Usage,1-Baseline,123273216.0,0.001597125174685566
memory_usage,Memory Usage,1-Baseline,124047360.0,0.0017967658215212617
memory_usage,Memory Usage,1-Baseline,125014016.0,0.0019964064683569574
memory_usage,Memory Usage,1-Baseline,125014016.0,0.002196047115192653
memory_usage,Memory Usage,1-Baseline,128958464.0,0.002395687762028349
memory_usage,Memory Usage,1-Baseline,128966656.0,0.0025953284088640447
memory_usage,Memory Usage,1-Baseline,128974848.0,0.0027949690556997404
memory_usage,Memory Usage,1-Baseline,129171456.0,0.002994609702535436
memory_usage,Memory Usage,1-Baseline,129171456.0,0.003194250349371132
memory_usage,Memory Usage,1-Baseline,130084864.0,0.0033938909962068276
memory_usage,Memory Usage,1-Baseline,130084864.0,0.0035935316430425234
memory_usage,Memory Usage,1-Baseline,130101248.0,0.003793172289878219
memory_usage,Memory Usage,1-Baseline,130134016.0,0.003992812936713915
memory_usage,Memory Usage,1-Baseline,132141056.0,0.004192453583549611
memory_usage,Memory Usage,1-Baseline,137093120.0,0.004392094230385306
memory_usage,Memory Usage,1-Baseline,140550144.0,0.0045917348772210025
memory_usage,Memory Usage,1-Baseline,143110144.0,0.004791375524056698
memory_usage,Memory Usage,1-Baseline,143110144.0,0.004991016170892394
memory_usage,Memory Usage,1-Baseline,143110144.0,0.005190656817728089
memory_usage,Memory Usage,1-Baseline,143540224.0,0.0053902974645637855
memory_usage,Memory Usage,1-Baseline,144465920.0,0.005589938111399481
memory_usage,Memory Usage,1-Baseline,144465920.0,0.005789578758235177
memory_usage,Memory Usage,1-Baseline,145469440.0,0.005989219405070872
memory_usage,Memory Usage,1-Baseline,145747968.0,0.0061888600519065685
memory_usage,Memory Usage,1-Baseline,145747968.0,0.006388500698742264
memory_usage,Memory Usage,1-Baseline,145747968.0,0.00658814134557796
memory_usage,Memory Usage,1-Baseline,146317312.0,0.006787781992413655
memory_usage,Memory Usage,1-Baseline,146317312.0,0.0069874226392493514
memory_usage,Memory Usage,1-Baseline,146345984.0,0.007187063286085047
memory_usage,Memory Usage,1-Baseline,146345984.0,0.007386703932920743
memory_usage,Memory Usage,1-Baseline,146358272.0,0.007586344579756438
memory_usage,Memory Usage,1-Baseline,146358272.0,0.007785985226592134
memory_usage,Memory Usage,1-Baseline,146628608.0,0.00798562587342783
memory_usage,Memory Usage,1-Baseline,147578880.0,0.008185266520263525
memory_usage,Memory Usage,1-Baseline,147578880.0,0.008384907167099222
memory_usage,Memory Usage,1-Baseline,148094976.0,0.008584547813934917
memory_usage,Memory Usage,1-Baseline,149278720.0,0.008784188460770613
memory_usage,Memory Usage,1-Baseline,149278720.0,0.008983829107606308
memory_usage,Memory Usage,1-Baseline,149278720.0,0.009183469754442005
memory_usage,Memory Usage,1-Baseline,149278720.0,0.0093831104012777
memory_usage,Memory Usage,1-Baseline,149618688.0,0.009582751048113396
memory_usage,Memory Usage,1-Baseline,149618688.0,0.009782391694949091
memory_usage,Memory Usage,1-Baseline,150155264.0,0.009982032341784788
memory_usage,Memory Usage,1-Baseline,150155264.0,0.010181672988620483
memory_usage,Memory Usage,1-Baseline,150155264.0,0.010381313635456179
memory_usage,Memory Usage,1-Baseline,150155264.0,0.010580954282291874
memory_usage,Memory Usage,1-Baseline,150159360.0,0.010780594929127571
memory_usage,Memory Usage,1-Baseline,150159360.0,0.010980235575963266
memory_usage,Memory Usage,1-Baseline,151965696.0,0.011179876222798962
memory_usage,Memory Usage,1-Baseline,151990272.0,0.011379516869634657
memory_usage,Memory Usage,1-Baseline,151990272.0,0.011579157516470354
memory_usage,Memory Usage,1-Baseline,152031232.0,0.01177879816330605
memory_usage,Memory Usage,1-Baseline,152031232.0,0.011978438810141745
memory_usage,Memory Usage,1-Baseline,152342528.0,0.01217807945697744
memory_usage,Memory Usage,1-Baseline,152645632.0,0.012377720103813137
memory_usage,Memory Usage,1-Baseline,152645632.0,0.012577360750648832
memory_usage,Memory Usage,1-Baseline,154095616.0,0.012777001397484528
memory_usage,Memory Usage,1-Baseline,154095616.0,0.012976642044320223
memory_usage,Memory Usage,1-Baseline,154730496.0,0.01317628269115592
memory_usage,Memory Usage,1-Baseline,154730496.0,0.013375923337991615
memory_usage,Memory Usage,1-Baseline,155062272.0,0.01357556398482731
memory_usage,Memory Usage,1-Baseline,155693056.0,0.013775204631663006
memory_usage,Memory Usage,1-Baseline,155774976.0,0.013974845278498703
memory_usage,Memory Usage,1-Baseline,156368896.0,0.014174485925334398
memory_usage,Memory Usage,1-Baseline,157360128.0,0.014374126572170094
memory_usage,Memory Usage,1-Baseline,157360128.0,0.014573767219005789
memory_usage,Memory Usage,1-Baseline,157360128.0,0.014773407865841486
memory_usage,Memory Usage,1-Baseline,158089216.0,0.014973048512677181
memory_usage,Memory Usage,1-Baseline,158089216.0,0.015172689159512876
memory_usage,Memory Usage,1-Baseline,158363648.0,0.015372329806348572
memory_usage,Memory Usage,1-Baseline,158363648.0,0.015571970453184269
memory_usage,Memory Usage,1-Baseline,158363648.0,0.015771611100019962
memory_usage,Memory Usage,1-Baseline,158527488.0,0.01597125174685566
memory_usage,Memory Usage,1-Baseline,158527488.0,0.016170892393691357
memory_usage,Memory Usage,1-Baseline,158527488.0,0.01637053304052705
memory_usage,Memory Usage,1-Baseline,159313920.0,0.016570173687362747
memory_usage,Memory Usage,1-Baseline,159313920.0,0.016769814334198444
memory_usage,Memory Usage,1-Baseline,159313920.0,0.016969454981034138
memory_usage,Memory Usage,1-Baseline,159637504.0,0.017169095627869835
memory_usage,Memory Usage,1-Baseline,159637504.0,0.01736873627470553
memory_usage,Memory Usage,1-Baseline,159637504.0,0.017568376921541225
memory_usage,Memory Usage,1-Baseline,159641600.0,0.017768017568376922
memory_usage,Memory Usage,1-Baseline,160002048.0,0.017967658215212616
memory_usage,Memory Usage,1-Baseline,160002048.0,0.018167298862048313
memory_usage,Memory Usage,1-Baseline,160690176.0,0.01836693950888401
memory_usage,Memory Usage,1-Baseline,162148352.0,0.018566580155719704
memory_usage,Memory Usage,1-Baseline,162148352.0,0.0187662208025554
memory_usage,Memory Usage,1-Baseline,162938880.0,0.018965861449391094
