target,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,0.0,0.03670641135767382,0.1650614479175848,0.12840614601948136
tenant-dsk,0.01648353894015079,0.0,0.014652225467887074,0.008059078193255775
tenant-mem,0.18096947528029153,0.03343509843632567,0.0,0.13351312820510788
tenant-ntk,0.09331709675390457,0.01334917831747225,0.0991414631480334,0.0
