tenant1,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,1.0,-0.0101858218261385,0.0098023981865679,0.0060557489057332
tenant-dsk,-0.0101858218261385,1.0,0.0394763628187486,0.0601103270083559
tenant-mem,0.0098023981865679,0.0394763628187486,1.0,0.0360001505182875
tenant-ntk,0.0060557489057332,0.0601103270083559,0.0360001505182875,1.0
