target,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,0.0,0.0453606594283531,0.1730532628896456,0.18751712293042347
tenant-dsk,0.018037766077300576,0.0,0.015431168564191437,0.014084115764832025
tenant-mem,0.2008875508308692,0.0431055940880674,0.0,0.20824317891309713
tenant-ntk,0.2260231458545685,0.04741068056008721,0.21310188958156678,0.0
