metric_name,metric_pretty,phase,count,mean,std,min,q1,median,q3,max
disk_io_total,Disk I/O,1-Baseline,4964,5213193.624007569,24341659.681017034,140219.73333333334,286949.13720596937,323148.9696743128,711101.582702453,382793658.84632313
disk_io_total,Disk I/O,2-CPU-Noise,6225,2742931.2862151647,4943134.05457346,31095.466666666667,281052.80113980826,315772.3461944907,371934.8895637012,21591571.610728525
disk_io_total,Disk I/O,3-Memory-Noise,6226,2832294.489371205,5040050.669721695,26162.82012365766,285013.8780151917,319651.8894604908,379295.4641295431,18109909.70023238
disk_io_total,Disk I/O,4-Network-Noise,6271,2783818.5535678263,5049915.356126303,110694.4,274245.0769370366,308574.7038904604,364173.9967497481,20136271.832634103
disk_io_total,Disk I/O,5-Disk-Noise,6169,2981887.429845713,4268220.910964466,48833.44442662621,299151.7378116386,364272.9195875709,6281981.867061084,126940233.90597533
disk_io_total,Disk I/O,6-Combined-Noise,5094,2747001.330456803,3013072.1933522923,112330.54534436428,281551.21850730357,360394.7836071167,6179366.9316706415,10871937.907494452
disk_io_total,Disk I/O,7-Recovery,5152,2821830.7765956423,5086696.378148703,0.0,241347.85138491978,308820.4381990362,674319.2121981136,22771991.304799147
