tenant1,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,1.0,0.4109988025526179,0.3549361851123926,0.0012482564464343
tenant-dsk,0.4109988025526179,1.0,0.4285477907973046,-0.0550415225783148
tenant-mem,0.3549361851123926,0.4285477907973046,1.0,-0.0476379756208401
tenant-ntk,0.0012482564464343,-0.0550415225783148,-0.0476379756208401,1.0
